timestamp;name;open;high;low;close;volume;marketCap;MA
2013-04-01;2781;135.3000030518;147.4880065918;132.1000061035;139.0;0.0;1542813125.0;
2013-05-01;2781;139.0;139.8899993896;79.0999984741;129.0;0.0;1447870200.0;
2013-06-01;2781;128.8150024414;129.7799987793;88.5;96.6139984131;0.0;1096957771.35;121.53799947103334
2013-07-01;2781;97.5100021362;111.34400177;65.5260009766;106.0899963379;0.0;1218777833.5;110.56799825033333
2013-08-01;2781;106.2129974365;140.8899993896;101.2109985352;135.3500061035;0.0;1574672051.25;112.6846669515
2013-09-01;2781;135.1399993896;146.5;118.4599990845;133.0;0.0;1566038425.0;124.81333414713333
2013-10-01;2781;132.6799926758;217.4199981689;102.25;204.0;0.0;2433658800.0;157.4500020345
2013-11-01;2781;203.8999938965;1156.1400146484;201.6499938965;1129.4300537109;0.0;13620389320.8;488.8100179036333
2013-12-01;2781;1128.9200439453;1156.1199951172;420.5100097656;754.0100097656;20897300.0;9191325349.25;695.8133544921666
2014-01-01;2781;754.9699707031;1017.1199951172;754.9699707031;829.9199829102;17107900.0;10238411820.0;904.4533487955667
2014-02-01;2781;828.6099853516;853.5200195313;420.4100036621;549.2600097656;28076100.0;6843353923.5;711.0633341471333
2014-03-01;2781;549.9199829102;702.9099731445;443.3649902344;457.0010070801;28254000.0;5752294437.05;612.0603332519667
2014-04-01;2781;457.0;542.3779907227;351.2720031738;447.6449890137;15244900.0;5690810164.88;484.63533528646667
2014-05-01;2781;447.6329956055;624.7150268555;423.2510070801;623.6770019531;15107100.0;8007248675.68;509.44099934896667
2014-06-01;2781;623.6929931641;674.1110229492;549.8209838867;639.7969970703;46422400.0;8296103744.68;570.3729960123667
2014-07-01;2781;641.3909912109;657.8579711914;564.5109863281;586.2349853516;22467900.0;7670841007.38;616.5696614583334
2014-08-01;2781;586.2020263672;598.116027832;443.8510131836;477.7630004883;44632300.0;6312801959.75;567.9316609700667
2014-09-01;2781;477.7869873047;493.9280090332;372.2399902344;386.9440002441;34707300.0;5158621324.8;483.64732869466667
2014-10-01;2781;387.4270019531;411.6979980469;289.2959899902;338.3210144043;12545400.0;4549893052.45;401.00933837890005
2014-11-01;2781;338.6499938965;457.0929870605;320.6260070801;378.0469970703;9194440.0;5125958175.35;367.7706705729
2014-12-01;2781;378.2489929199;384.0379943848;304.2319946289;320.1929931641;13942900.0;4377510594.68;345.5203348795667
2015-01-01;2781;320.4349975586;320.4349975586;171.5099945068;217.4640045166;23348200.0;2997692310.6;305.234664917
2015-02-01;2781;216.8670043945;265.6109924316;212.0149993896;254.2630004883;13949300.0;3531776635.75;263.973332723
2015-03-01;2781;254.2830047607;300.0440063477;236.5149993896;244.2239990234;22672000.0;3420112896.0;238.65033467610002
2015-04-01;2781;244.2230072021;261.7980041504;214.8739929199;236.1450042725;33818600.0;3332094504.38;244.87733459473336
2015-05-01;2781;235.9389953613;247.8040008545;228.5729980469;230.1900024414;14730800.0;3273756425.25;236.85300191243334
2015-06-01;2781;230.233001709;267.8670043945;221.296005249;263.0719909668;44533800.0;3770229521.6;243.13566589356665
2015-07-01;2781;263.3450012207;314.3940124512;253.5050048828;284.6499938965;23629100.0;4112089481.25;259.30399576823334
2015-08-01;2781;284.6860046387;285.7149963379;199.5670013428;230.0559997559;20710700.0;3349845416.0;259.25932820639997
2015-09-01;2781;230.2559967041;259.1820068359;225.1170043945;236.0599975586;19743500.0;3463625759.0;250.25533040366665
2015-10-01;2781;236.0039978027;334.1690063477;235.6159973145;314.1659851074;48598100.0;4645486246.35;260.09399414063336
2015-11-01;2781;315.0050048828;495.5620117188;300.9970092773;377.3210144043;71701600.0;5623195996.95;309.18233235676666
2015-12-01;2781;377.4140014648;469.1029968262;349.4649963379;430.566986084;45996600.0;6471217490.68;374.01799519856667
2016-01-01;2781;430.7210083008;462.9339904785;354.9140014648;368.766998291;37894300.0;5587253351.23;392.21833292643333
2016-02-01;2781;369.3500061035;448.0459899902;367.9570007324;437.6969909668;60694700.0;6681444705.0;412.3436584472667
2016-03-01;2781;437.9169921875;439.6530151367;394.0350036621;416.7290039063;60215200.0;6409062819.05;407.7309977213667
2016-04-01;2781;416.7600097656;467.9649963379;415.8309936523;448.3179931641;69322600.0;6944860514.15;434.24799601240005
2016-05-01;2781;448.4840087891;553.9600219727;437.3890075684;531.3859863281;138450000.0;8293035755.05;465.47766113283336
2016-06-01;2781;531.1069946289;777.9899902344;525.6359863281;673.3369750977;138980000.0;10583527799.4;551.0136515299668
2016-07-01;2781;672.5150146484;704.9680175781;611.833984375;624.6810302734;110818000.0;9861866432.96;609.8013305664
2016-08-01;2781;624.6019897461;626.1190185547;531.333984375;575.4719848633;75840896.0;9117106216.7;624.4966634114667
2016-09-01;2781;575.5460205078;628.8179931641;570.8109741211;609.7349853516;56122400.0;9693198750.06;603.2960001627667
2016-10-01;2781;609.9290161133;720.4019775391;609.4790039063;700.9719848633;97064400.0;11181852070.1;628.7263183594
2016-11-01;2781;701.3369750977;756.2369995117;678.1560058594;745.6909790039;84070800.0;11943536630.3;685.4659830729333
2016-12-01;2781;746.0460205078;979.3969726563;746.0460205078;963.742980957;99135104.0;15492554222.2;803.4686482747334
2017-01-01;2781;963.6580200195;1191.0999755859;755.7559814453;970.4030151367;164582000.0;15659186515.2;893.2789916992
2017-02-01;2781;970.9409790039;1200.3900146484;946.6909790039;1179.9699707031;184956000.0;19103684800.8;1038.0386555989332
2017-03-01;2781;1180.0400390625;1280.3100585938;903.7130126953;1071.7900390625;447287008.0;17414322807.7;1074.0543416341
2017-04-01;2781;1071.7099609375;1347.9100341797;1061.0899658203;1347.8900146484;413115008.0;21975104908.9;1199.8833414713333
2017-05-01;2781;1348.3000488281;2763.7099609375;1348.3000488281;2286.4099121094;1544829952.0;37414813240.0;1568.6966552734332
2017-06-01;2781;2288.330078125;2999.9099121094;2212.9599609375;2480.8400878906;860273024.0;40735082695.0;2038.3800048828
