timestamp;name;open;high;low;close;volume;marketCap;MA
2020-08-10;2781;0.07256135;0.079314;0.04813435;0.06114883;201221749.04;32130313.22;
2020-08-17;2781;0.06114907;0.06517934;0.04250725;0.04437171;81321078.67;23314868.67;
2020-08-24;2781;0.04437871;0.08671244;0.00061169;0.06586273;161505464.83;34673841.58;0.05712775666666667
2020-08-31;2781;0.06962863;0.07689906;0.03926242;0.04235434;122933721.67;22522037.73;0.05086292666666667
2020-09-07;2781;0.04235434;0.05747401;0.03383283;0.04355169;118327173.19;25391211.98;0.050589586666666665
2020-09-14;2781;0.04352017;0.05067126;0.04047641;0.04291618;64194320.7;25088608.38;0.042940736666666666
2020-09-21;2781;0.04303254;0.05094507;0.03652009;0.04292113;102962103.21;25283002.6;0.04312966666666668
2020-09-28;2781;0.04303624;0.04879185;0.03960869;0.04828392;63259664.25;28496884.35;0.04470707666666667
2020-10-05;2781;0.04857969;0.05436699;0.04257429;0.04888576;55053939.16;29258608.79;0.04669693666666667
2020-10-12;2781;0.04889116;0.05048352;0.04134138;0.04264483;37292765.52;25781075.54;0.04660483666666667
2020-10-19;2781;0.04260422;0.04382964;0.03675447;0.03944203;49156292.84;23858946.79;0.04365754
2020-10-26;2781;0.03944203;0.0414664;0.033197;0.0355885;31875828.46;21600013.42;0.03922512
2020-11-02;2781;0.03558851;0.0408543;0.02893886;0.0380043;33401669.31;23075628.03;0.03767827666666667
2020-11-09;2781;0.0380043;0.05557973;0.03609536;0.03760663;58548793.49;23212688.38;0.037066476666666674
2020-11-16;2781;0.03760663;0.04940114;0.03399903;0.04500252;70755144.51;27283177.84;0.04020448333333334
2020-11-23;2781;0.04500253;0.06135537;0.0371728;0.04543943;154889489.94;28238103.62;0.04268286000000001
2020-11-30;2781;0.0454396;0.0492957;0.04127706;0.04323703;49755134.48;26877603.31;0.04455966
2020-12-07;2781;0.04325671;0.05588408;0.04070431;0.04823441;96223545.12;29988493.51;0.04563695666666667
2020-12-14;2781;0.04823196;0.05569779;0.04720221;0.04970543;81767954.69;30905427.22;0.04705895666666667
2020-12-21;2781;0.04974218;0.05094137;0.03588293;0.03930833;53035616.69;24440804.87;0.04574939
2020-12-28;2781;0.03930747;0.04142602;0.03450544;0.04095559;35904695.13;25465023.52;0.04332311666666667
2021-01-04;2781;0.04102228;0.04760801;0.03696413;0.04261139;71059873.38;26494552.84;0.040958436666666674
2021-01-11;2781;0.04255131;0.05265456;0.03461179;0.05106676;68378848.19;31955357.84;0.04487791333333333
2021-01-18;2781;0.05114419;0.14763105;0.04887213;0.09478982;761676575.07;62234866.96;0.06282265666666667
2021-01-25;2781;0.09511516;0.10155824;0.07633288;0.08265735;1301482755.93;54312044.27;0.07617131
2021-02-01;2781;0.08276534;0.14292091;0.07778616;0.12676438;602648275.02;83386420.28;0.10140385000000002
2021-02-08;2781;0.1266101;0.28602437;0.12248672;0.26359171;1377107855.84;176141361.92;0.15767114666666668
2021-02-15;2781;0.26350948;0.34242916;0.20718385;0.32086875;1302641865.59;214422554.6;0.2370749466666667
2021-02-22;2781;0.32106655;0.36449302;0.18033807;0.21786654;695930279.18;145590680.4;0.26744233333333334
