timestamp;name;open;high;low;close;volume;marketCap;MA
2019-07-29;2781;0.0145027519;0.0158865715;0.0112440745;0.0125979383;14753.02;0.0;
2019-08-05;2781;0.0126029325;0.0234509326;0.0112946052;0.0231347565;13084.32;0.0;
2019-08-12;2781;0.0231516811;0.0232991446;0.0149005375;0.0187428052;39707.01;0.0;0.018158499999999998
2019-08-19;2781;0.0187787034;0.0206930364;0.0163009909;0.0190634941;0.0;0.0;0.02031368526666667
2019-08-26;2781;0.0190634941;0.0190634941;0.0190634941;0.0190634941;0.0;0.0;0.018956597800000002
2019-09-02;2781;0.0190634941;0.0209001951;0.0161904116;0.0186546822;18669.78;1605337.16;0.018927223466666667
2019-09-09;2781;0.0186546822;0.0191453642;0.0091332948699;0.0156265174;24035.14;1344747.07;0.017781564566666668
2019-09-16;2781;0.0155824601;0.0205083635;0.0143991827;0.0174687845;30626.96;1503284.2;0.017249994700000004
2019-09-23;2781;0.0174671326;0.0207244195;0.00793864363964;0.00943409171106;297822.34;922716.48;0.01417646453702
2019-09-30;2781;0.00943409171106;0.0109992625;0.0083688525885;0.0106778141;346672.02;1051716.29;0.012526896770353332
2019-10-07;2781;0.0106717772;0.0171251817;0.0100515528;0.0145161728;450792.28;1448831.02;0.011542692870353333
2019-10-14;2781;0.0145161728;0.0200357922;0.0145119183;0.0187466357;618980.14;1875435.36;0.0146468742
2019-10-21;2781;0.0187445745;0.0198799884;0.0156598082;0.0187022684;202780.57;1930446.12;0.0173216923
2019-10-28;2781;0.0187034179;0.0260199146;0.0163385031;0.0244106359;244350.94;2552147.1;0.020619846666666667
2019-11-04;2781;0.0244141488;0.037906491;0.0219100951;0.0370707997;405116.73;3936600.54;0.02672790133333333
2019-11-11;2781;0.0370707997;0.0616065925;0.0342045235;0.0593908706;233296.8;6343095.12;0.040290768733333336
2019-11-18;2781;0.0593753504;0.0866292037;0.0378268267;0.0477100804;255336.33;5266843.74;0.04805725023333333
2019-11-25;2781;0.0503670396;0.1022256733;0.0409645032;0.0931893116;360991.68;10291722.15;0.06676342086666666
2019-12-02;2781;0.0928357582;0.1282958277;0.0811480603;0.11912167;409182.01;13799173.49;0.08667368733333332
2019-12-09;2781;0.1191078905;0.1240143957;0.0677582624;0.080971204;311001.87;9532419.44;0.09776072853333334
2019-12-16;2781;0.080971204;0.0925581287;0.0487220302;0.0781161211;276056.89;9196436.23;0.09273633170000001
2019-12-23;2781;0.0813837691;0.0813837691;0.0511472438;0.0610620172;192131.87;7341154.12;0.0733831141
2019-12-30;2781;0.0620783113;0.1081456593;0.058442278;0.1001128589;331818.05;12254089.89;0.07976366573333334
2020-01-06;2781;0.1000725354;0.1051370587;0.0842301416;0.0854881563;98798.61;10505555.27;0.08222101080000001
2020-01-13;2781;0.0854915753;0.1063689857;0.0842637607;0.0990526269;630669.39;12400533.59;0.09488454736666667
2020-01-20;2781;0.0990526269;0.1142241831;0.0930973879;0.1083550044;477261.42;13565110.93;0.09763192920000001
2020-01-27;2781;0.1084065483;0.1295292873;0.1041193927;0.1210841964;587906.43;15778018.46;0.10949727589999998
2020-02-03;2781;0.1210841964;0.1362163558;0.1104554427;0.1283008703;261612.94;16945586.69;0.11924669036666667
2020-02-10;2781;0.1283065348;0.1340424683;0.1069947108;0.1145858398;736332.58;15485964.12;0.12132363549999998
2020-02-17;2781;0.1148422155;0.1310219658;0.1013819305;0.1066226163;658927.97;14645392.24;0.11650310879999999
2020-02-24;2781;0.1065113755;0.1176791318;0.0891699261;0.095858311;663213.87;13493578.22;0.10568892236666667
